Oracle Item Number,Item Description,Department Name,Supplier Name,Avg Daily Burn Rate,Removal_Reason,Removal_Date
612611,CLIP ENDOSCOPIC SH,Surgery Supplies,Karl Storz Endoscopy America Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
619356,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #1 LEFT",Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
619357,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #1 RIGHT",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
619358,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #2 LEFT",Surgery Supplies,Stryker Orthopedics,0.04,Missing Lead Time,2025-09-11 03:28:18
619359,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #2 RIGHT",Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
619361,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #3 RIGHT",Surgery Supplies,Stryker Orthopedics,0.04,Missing Lead Time,2025-09-11 03:28:18
619364,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #5 LEFT",Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
619365,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #5 RIGHT",Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
619366,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #6 LEFT",Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
619367,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #6 RIGHT",Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
619369,"FEMORAL, KNEE TRIATHLON CR FEMUR CEMENTED #7 RIGHT",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
619377,"FEMORAL, KNEE TRIATHLON PS FEMUR CEMENTED #3 RIGHT",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
619380,"FEMORAL, KNEE TRIATHLON PS FEMUR CEMENTED #5 LEFT",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
619381,"FEMORAL, KNEE TRIATHLON PS FEMUR CEMENTED #5 RIGHT",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
619383,"FEMORAL, KNEE TRIATHLON PS FEMUR CEMENTED #6 RIGHT",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
619393,"TIBIAL BASEPLATE CEMENTED KNEE TRIATHLON, SIZE #6",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
627902,Bipolar Universal Hip Replacement 28X44mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
637958,Baseplate Cemented Knee Genesis II Tib Sz 6 Left,Surgery Supplies,Smith & Nephew Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
637963,Baseplate Cemented Knee Genesis II Tib Sz 3 Right,Surgery Supplies,Smith & Nephew Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
638085,Patella Knee Genesis II Biconvex 23mm,Surgery Supplies,Smith & Nephew Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
638086,Patella Knee Genesis II Biconvex 26mm,Surgery Supplies,Smith & Nephew Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
641676,Stem Total Radial 8mm Diameter x 2mm,Surgery Supplies,Acumed LLC,0.0,Missing Lead Time,2025-09-11 03:28:18
642612,Femoral Knee Cemented Genesis II Spc Cr Np Sz 7 Lt,Surgery Supplies,Smith & Nephew Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
646019,Bit Drill Calibrated AO 4.2mm x 310mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
652607,Bit Drill Calibrated AO 3.2mm x 310mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
652608,Bit Drill Calibrated AO 4.3mm x 310mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
656554,Plate Elbow Variax Olecranon 4 Hole Right,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
657599,Guidewire Sensor Dual-Flex PTFE-Nitinol Straight 0.38in x 15,Surgery Supplies,Boston Scientific Corporation,0.04,Missing Lead Time,2025-09-11 03:28:18
660157,Plate Foot Variax Distal Lateral Fibula 4 Hole,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
678189,"Insert CS Tibial Bearing Sz 7, 9mm",Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
678363,Drill Bit Atlantis 11mm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.02,Missing Lead Time,2025-09-11 03:28:18
682377,Rod Solera Pre-Bent Cobalt 4.75x70mm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
682398,Plate Atlantis Vision Elite 35mm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
682513,Head V40 Delta Biolox 32mm/+0,Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
682935,Augment Knee Tibial Tri LM/RL Sz4 5mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
689612,Screw Atlantis Self Drill Variable 4.0 x 15mm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.02,Missing Lead Time,2025-09-11 03:28:18
690489,Stem Accolade 132 degrees,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
690763,Stem Accolade 132 degrees Sz 4,Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
691479,Implant Breast Gel Sm Rd Md 210cc (10512-210MP) Sientra,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
691480,Implant Breast Gel Sm Rd Md 230cc (10512-230MP) Sientra,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
691483,Implant Breast Gel Sm Rd Md 300cc (10512-300MP) Sientra,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
691485,Implant Breast Gel Sm Rd Md 350cc (10512-350MP) Sientra,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
692264,Washer Titanium 13mm,Surgery Supplies,Arthrex Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
692583,Implant Breast HSC Plus Gel Smooth Round High 415cc,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
693399,Screw MAS Voyager 7.5 x 50mm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
694582,Implant Spinal Rod Capped Latex Free 70mm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
694616,Screw MAS Voyager 7.5 x 45mm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
694653,Stem Accolade 132 degrees Sz 2,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
694654,Stem Accolade 132 degrees Sz 3,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
694655,Stem Accolade 132 degrees Sz 5,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
694656,Stem Accolade 132 degrees Sz 7,Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
694658,Stem Accolade 132 degrees Sz 9,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
694659,Stem Accolade 127 degrees Sz 2,Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
694660,Stem Accolade 127 degrees Sz 3,Surgery Supplies,Stryker Orthopedics,0.04,Missing Lead Time,2025-09-11 03:28:18
694732,Tube Suction W Cut Off Hole Clsd Tip Two Lat Open 1.5mm 20cm,Surgery Supplies,Karl Storz Endoscopy America Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
694877,Guidewire Shoulder Long 0.062in x 7in,Surgery Supplies,Arthrex Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
694930,Triathlon Stabilized Baseplate Size 1,Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
694933,Triathlon Femoral Post Augment 5mm Size 5,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
694936,Cone Body Restoration 23mm +10,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
695994,Reline MAS Screw Polyaxial 6.5 x 45mm,Surgery Supplies,Nu Vasive,0.02,Missing Lead Time,2025-09-11 03:28:18
696116,Cone Body Restoration 21mm +0 Std,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
696762,Cup Acetabular Pinnacle 100 Gription 48mm,Surgery Supplies,Johnson & Johnson Health Care,0.0,Missing Lead Time,2025-09-11 03:28:18
696764,Cup Acetabular Pinnacle 100 Gription 52mm,Surgery Supplies,Johnson & Johnson Health Care,0.0,Missing Lead Time,2025-09-11 03:28:18
696765,Cup Acetabular Pinnacle 100 Gription 54mm,Surgery Supplies,Johnson & Johnson Health Care,0.0,Missing Lead Time,2025-09-11 03:28:18
696790,Screw Exp Verse Ti 6.0 x 35mm,Surgery Supplies,Johnson & Johnson Health Care,0.0,Missing Lead Time,2025-09-11 03:28:18
696896,Fracture Plate 6 Holes 1.5mm,Surgery Supplies,Stryker Craniomaxillofacial,0.0,Missing Lead Time,2025-09-11 03:28:18
697158,Sheath Navigator HD 13-15fr x 46cm,Surgery Supplies,Boston Scientific Corporation,0.0,Missing Lead Time,2025-09-11 03:28:18
697297,Tab Extender SS,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.04,Missing Lead Time,2025-09-11 03:28:18
697490,Cup Acetabular Pinnacle 100 Gription 56mm,Surgery Supplies,Johnson & Johnson Health Care,0.0,Missing Lead Time,2025-09-11 03:28:18
697621,Plate CMF SmartLock HMMF,Surgery Supplies,Stryker Craniomaxillofacial,0.0,Missing Lead Time,2025-09-11 03:28:18
702366,Screw Locking AxSOS 3 Titanium 4.0mm x 34mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
702367,Screw Locking AxSOS 3 Titanium 4.0mm x 36mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
702370,Screw Locking AxSOS 3 Titanium 4.0mm x 42mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
702378,Screw Locking AxSOS 3 Titanium 4.0mm x 70mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
702379,Screw Locking AxSOS 3 Titanium 4.0mm x 75mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
702394,Screw Locking AxSOS 3 Titanium 5.0mm x 34mm,Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
702395,Screw Locking AxSOS 3 Titanium 5.0mm x 36mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
704044,Plate Locking Third Tubular SS 6H,Surgery Supplies,Arthrex Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
704896,Implant Breast HSC Plus Gel Smooth Round Moderate Plus 235cc,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
704897,Implant Breast HSC Plus Gel Smooth Round Moderate Plus 255cc,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
704903,Implant Breast HSC Plus Gel Smooth Round Moderate Plus 435cc,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
704917,Implant Breast HSC Plus Gel Smooth Round High 350cc,Surgery Supplies,Sientra Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
706425,Harmonic Shears With Adv Hemostasis 5mm x 45cm,Surgery Supplies,Johnson & Johnson Health Care,0.02,Missing Lead Time,2025-09-11 03:28:18
707273,Basket Ureteral Zero Tip 4w 2.4fr 120cm 12mm,Surgery Supplies,Boston Scientific Corporation,0.0,Missing Lead Time,2025-09-11 03:28:18
707363,Screw Spinal Lateral Lumbar Stand Alone 5mm x 25mm,Surgery Supplies,Alphatec Spine Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
707405,Plate Lock Broad 2mm L41mm Latex Free 6 Holes,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
707580,Screw Locking T6 Latex Free 2.0mm x 6mm,Surgery Supplies,Stryker Orthopedics,0.02,Missing Lead Time,2025-09-11 03:28:18
707954,Nail Tibial T2 Alpha Sterile 9mm x 345mm,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
708464,Screw Cortical Hex 3.2 x 12mm,Surgery Supplies,TriMed Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
708470,Tube Endo Tenax Laser Resist Stylet 34cm ID6.5mm OD10mm,Surgery Supplies,Bryan Medical Inc,0.02,Missing Lead Time,2025-09-11 03:28:18
708471,Tube Endo Tenax Laser Resist Stylet 34cm ID7.0mm OD10.6mm,Surgery Supplies,Bryan Medical Inc,0.02,Missing Lead Time,2025-09-11 03:28:18
715024,Sheath SAVI Guide Sterile,Surgery Supplies,Merit Medical Systems Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
715042,Demineralized Bone Matrix - DBM Magnifuse 1.75 x 5cm,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
723815,Nail G4 Lt Long Sterile D10 x 340mm 125 Deg,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
723828,Nail G4 Lt Long Sterile D11 x 340mm 125 Deg,Surgery Supplies,Stryker Orthopedics,0.0,Missing Lead Time,2025-09-11 03:28:18
801163,Cath IV Angio 18Ga Safety,Surgery Supplies,Medline Industries Inc,0.04,Missing Lead Time,2025-09-11 03:28:18
802659,Syringe Toomey Irrigation 70Cc,Surgery Supplies,Medline Industries Inc,0.02,Missing Lead Time,2025-09-11 03:28:18
803016,Cable Medtrn,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
803027,Plate Atlantis Vision Elite L1 Medtrn 800,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.0,Missing Lead Time,2025-09-11 03:28:18
803039,Screw Zero Medtrn,Surgery Supplies,Medtronic USA Inc (Spinal andBiologics),0.02,Missing Lead Time,2025-09-11 03:28:18
803049,Thunderbeat Front Control 35Cm,Surgery Supplies,Olympus America Inc,0.04,Missing Lead Time,2025-09-11 03:28:18
803049,Thunderbeat Front Control 35Cm,Surgery Supplies,Olympus America Inc,0.04,Missing Lead Time,2025-09-11 03:28:18
803062,Knee Total Tib-Fib-Pat-Ins S And N,Surgery Supplies,Smith & Nephew Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
803067,Blade 4.5 S And N,Surgery Supplies,Smith & Nephew Inc,0.0,Missing Lead Time,2025-09-11 03:28:18
803507,LegWrap Knee Sterile Mako Consumables,Surgery Supplies,Stryker Orthopedics,0.4,Missing Lead Time,2025-09-11 03:28:18
803507,LegWrap Knee Sterile Mako Consumables,Surgery Supplies,Stryker Orthopedics,0.4,Missing Lead Time,2025-09-11 03:28:18
803556,Implant Head Hip Delta V40 Biolox Ceramic 36mm +7.5,Surgery Supplies,Stryker Orthopedics,0.04,Missing Lead Time,2025-09-11 03:28:18
803573,Implant Baseplate Tibia Knee Stabilized Trident Size 6,Surgery Supplies,Stryker Orthopedics,0.04,Missing Lead Time,2025-09-11 03:28:18
