Department Name,Department Number,Oracle Item Number,Item Description,UOM,Avg Daily Burn Rate,Supplier Name,Avg_Lead Time,Medline item? Y/N,On-PAR or Special Request,Level 1 Perpetual_1400,Level 1 Facilities/Biomed_1232,Level 1 EVS_1321,Level 1 ED_1229,Level 1 Imaging_1329,Level 2 Pharm_2500,Level 2 Surgery/Procedures/PACU_2209_2321_2323_2450_2200B_2450A,Level 3 Sterile Processing_3307_3309,Level 3 Food Service,Level 3 Admin,Level 3 Central Lab_3411,Respiratory Therapy,"Level 5 Observation, Medical Tele & Non-Tele_5206","Level 6 Telemetry, Cardiac & Stroke",Level 7 PCU,Level 7 ICU,"Level 8 M/S Overflow, VIP & Int'l Med","Level 9 Surgical, Non-Infectious",Data_Source,Last_Updated,Update_Status
General Med - Surg Unit 1,6172010,00589,Battery Alk Procell Size 9V,Each,12.0,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00592,Battery Alk Procell 1.5V AA,Each,40.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00626,Tip Suction Yankauer Ctrl Without Vent Bulb,Each,1.6,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00638,Tube Salem Sump 16fr 48in NG Strl Enfit Strl,Each,3.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00639,Tube Salem Sump 14fr 48in NG Strl Enfit Strl,Each,2.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00640,Tube Salem Sump 18fr 48in NG Strl Enfit Strl,Each,0.0,Medline Industries Inc,0.66,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00646,Ring Bracket For Canister With Preattached Tubing 1200ml,Each,0.04,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00646,Ring Bracket For Canister With Preattached Tubing 1200ml,Each,0.04,Medline Industries Inc,0.5,Y,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00670,Drsg Gz 4x4in Spng STR 4 Ply Versalon,Pack,13.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00677,Drsg Gz 2 X 2 In Spng 4 Ply Versln Strl,Each,100.0,Medline Industries Inc,3.34,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00678,Tray Instrument Gen Purp,Each,10.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00679,Bandage Elastic 6inx5yd NS,Each,5.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00680,Bandage Elastic NS 4x54in,Each,5.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00681,Bandage Elastic NS 3x54in,Each,7.0,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00688,Drsg Gz STR 1x8in Xeroform,Each,13.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00689,Drsg Gz STR 5x9in Xeroform,Each,11.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00698,Set Secondary IV Piggyback Conv Pin Cair Clamp w/Hgr NS 32in,Each,14.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00739,Gown Isolation Yellow NS,Each,100.0,Medline Industries Inc,3.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00741,Kit Pleurx Starter,Each,0.0,Becton Dickinson And Company,11.0,N,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00752,Lubricant Jelly Foil Pack Sterile 3 Gram,Each,174.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00753,Mouthwash 4oz,Each,10.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00756,Razor Twin Blde Sgl Side,Each,19.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00758,Lotion Hand 2oz,Each,44.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00762,Kit Collection Urine Midstream,Each,357.0,Medline Industries Inc,0.5,Y,On-PAR,X,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00777,Strainer Urine,Each,6.0,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00782,Plug Cath Drain,Each,6.0,Medline Industries Inc,0.66,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00784,Cath External 35mm,Each,5.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00801,Tray Cath Straight 16fr,Each,13.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00830,Drsg Gz Sterile 3x18in Vaseline,Each,6.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00838,Drsg Abd STR 5x9in Curity,Each,13.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00892,Dressing Non-Adherent Oil Emulsion Curity Sterile 3 X 8 In,Each,0.82,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00894,Tape Transpore 1inx1.5yd,Each,32.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00943,Slipper Adult Bar Gray,Each,0.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00944,Set Extension Twin 2 Clave Ports Non-Sterile 32in,Each,95.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00946,Lubricant Jelly 0.6oz Petrltm Vasline Wht,Each,17.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00965,Wipes Bleach 6in X 5in Clorox,Case,2.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00979,Clamp Flw A-Clamp Disp Bl NS,Each,0.02,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,00983,Cover Probe Thermometer Suretemp Non-Sterile,Each,748.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01015,Set IV PCA Microbore Y Extention LF Non-Sterile,Each,0.02,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01047,Tube Culture Collection E Swab,Each,0.08,Medline Industries Inc,0.66,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01057,Valve Antireflx Salem Sump,Each,20.0,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01065,Remover Nail Polish Pad No Acetone 1 1/8in x 2 3/8in,Each,1.92,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01077,Syringe Saline Flush STR 0.9% 10ml Prefilled,Each,525.0,Medline Industries Inc,3.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01077,Syringe Saline Flush STR 0.9% 10ml Prefilled,Each,525.0,Medline Industries Inc,3.0,Y,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01103,Plug Adapter Port Male Lifshld MicClv Non DEHP LF,Each,56.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01133,Lancet Blood Colltn Finger Sticks,Each,300.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01168,Catheter External Female Purewick,Each,2.46,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01199,Liner Pitcher Plastic LF,Each,807.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01258,Toothpaste 0.75oz,Each,94.0,Medline Industries Inc,0.66,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01275,Wash Peri 4oz 2in 1 Aloe Vesta,Each,47.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01348,Walker Folding Adult 26x31in,Each,4.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01396,Drsg Hydrgel Non-Sterile 2.5oz Triad Hydraulic Tb,Each,14.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01398,Dressing VAC Large,Each,10.0,KCI Therapeutic Services,1.0,N,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01487,Comb Black 7in,Each,288.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01488,Toothbrush Adult,Each,86.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01521,Cream Sween 24 Moisterizer 2 Oz,Each,11.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01522,Pad Sanitary Maxi Wng Ln,Each,33.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01523,Ointment Critic Aid Skin Barrier,Each,2.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01536,Tray Cath Urologist W/Prep Supplies 16FR,Each,2.0,Bard Medical Division,7.0,N,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01597,Wipe Barrier No Sting,Each,54.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01605,Cuffs Restraint Wrist TAT,Pair,0.38,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01606,Cuffs Restraint Leg TAT,Pair,0.34,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,01705,Syringe Amber 60ml Enfit NS,Each,4.54,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,23603,Pack Ice Lg Clp Close 6x14in Secure All,Each,38.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,24053,Vacutainer Luer Lock Access Device Female w/Holder,Each,63.36,Medline Industries Inc,0.34,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,26040,Filter Straw 5 mic 1.7 in,Each,1.9,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,26866,Wash Body & Hair 2oz,Each,13.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,27951,Battery Alk Procell Size AAA 1.5V,Each,24.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,28360,Band ID Limb Alert Pink,Each,2.74,Medline Industries Inc,1.0,Y,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30037,Cuff BP Sm Adult 1 Tube Vinyl LF,Each,5.82,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30038,Cuff BP Med Adult 1 Tube Vinyl LF,Each,1187.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30039,Cuff BP Large Adult 1 Tube Vinyl LF,Each,111.0,Medline Industries Inc,0.66,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30206,Holder Naso Gastric Adult,Each,0.62,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30218,Cath External 25mm,Each,5.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30233,Kit Qualitative Fit Test For N95 Respirator,Each,1.0,Medline Industries Inc,4.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30233,Kit Qualitative Fit Test For N95 Respirator,Each,1.0,Medline Industries Inc,4.5,Y,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30247,Dressing Foam Biatain 4x4in Str,Each,0.0,Medline Industries Inc,0.5,Y,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30268,Dressing Mepilex Sacrum 6.3X7.9,Each,27.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30300,Bag 8in x 8in Ziplock,Each,2.74,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30328,Underpad Quilted MVP White,Each,88.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30339,Boot Foot Drop Heel Prevalon,Each,2.0,Medline Industries Inc,0.34,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30453,Belt Positioning 120in Univ,Each,0.06,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30511,Crusher Pill Easy Grip Disp,Each,4.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30646,Medihoney Gel,Each,6.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30647,Set Extension 7in Sandard Clear Link,Each,49.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30725,Kit Oral Care q2,Each,4.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30729,Cap Shampoo,Each,15.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30781,Deodorizer Odor Elim 1oz Carrafree,Each,14.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30791,Pail Bedside Commode,Each,1.56,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30828,Valve Lopez Med Entrl Feed Enfit Strl,Each,0.04,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30830,Dressing VAC Med Drape/Tubing Bk Sterile,Each,10.0,KCI Therapeutic Services,1.0,N,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30844,Swab Chloraprep 3ml,Each,56.0,Medline Industries Inc,0.76,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30847,Wipe Sani Cloth,Each,4201.0,Medline Industries Inc,0.34,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30870,Soap Bactoshield CHG 4% 4oz,Each,10.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,30991,Device Statlock Foley,Each,11.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,32143,Slipper Double Tread Green Medium,Pair,4.0,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,32144,Slipper Double Tread Blue Large,Pair,9.0,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,32146,Slipper Fall Prev Ylw Medium,Pair,0.16,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,32147,Slipper Fall Prev Ylw Large,Pair,0.24,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,32168,Barrier Cavilon Swabstick no Sting,Each,0.0,Medline Industries Inc,0.5,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,3407-20,Envelope Patient Valuables,Each,0.54,Smart Source of California LLC,8.0,N,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,608577,Blade Assembly Pivotal Head Single Use for Mdl #9661 Clipper,Each,0.22,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,608577,Blade Assembly Pivotal Head Single Use for Mdl #9661 Clipper,Each,0.22,Medline Industries Inc,1.0,Y,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,669966,Tape Transpore LF 2InchX10YD,Each,0.02,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,673595,Wheelchair Standard  500 LB Capacity X-Wide 22Inch,Each,0.02,Medline Industries Inc,1.5,Y,PAR Special Request,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,677293,Pin Safety Nickel Plated,Each,0.02,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,677301,Cath Coude Tip 14Fr 5Cc,Each,0.12,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
General Med - Surg Unit 1,6172010,677302,Set Iv Ext 0.22 Micron Filter,Each,4.0,Medline Industries Inc,1.0,Y,On-PAR,,,,,,,,,,,,,X,,,,,,Merged_Complete_Dataset,2025-09-13 22:08:08,Updated_From_New_Data
